Autor;nDCG@10;nDCG@20;Precision@5;Precision@10;Precision@20;Recall@5;Recall@10;Recall@20;MAP@10;Coverage@10;Diversity@10;MAP@20;Coverage@20;Diversity@20;Match_Valido@10;Match_Valido@20;Modelo
ID_9350794843721516;0.0095;0.0066;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0820;0.5535;1;1;0.0000;0.0984;0.5886;Qwen3.5-2B
ID_8752453650114092;0.4564;0.3931;0.6000;0.6000;0.3500;0.1500;0.3000;0.3500;0.1874;0.2230;0.6536;6;8;0.2192;0.2300;0.6411;Qwen3.5-2B
ID_3935055744673018;0.0000;0.1234;0.0000;0.0000;0.2000;0.0000;0.0000;0.0952;0.0000;0.0096;0.6660;0;4;0.0153;0.1192;0.6977;Qwen3.5-2B
ID_1345781867765758;0.2878;0.2340;0.4000;0.3000;0.1500;0.1053;0.1579;0.1579;0.0789;0.8149;0.7003;3;3;0.0789;0.8196;0.6954;Qwen3.5-2B
ID_7710344461864924;0.0734;0.1771;0.0000;0.1000;0.2500;0.0000;0.0200;0.1000;0.0029;0.0339;0.6062;1;5;0.0248;0.1314;0.5997;Qwen3.5-2B
ID_1840336983035010;0.1609;0.1512;0.2000;0.1000;0.1000;0.0385;0.0385;0.0769;0.0192;0.2177;0.6976;3;4;0.0233;0.2339;0.7152;Qwen3.5-2B
ID_3051627641386529;0.4299;0.5143;0.4000;0.2000;0.3000;0.1667;0.1667;0.5000;0.1389;0.2796;0.6768;3;7;0.2328;0.4058;0.6348;Qwen3.5-2B
ID_0218004426204544;0.1795;0.1506;0.4000;0.2000;0.1500;0.0556;0.0556;0.0833;0.0389;0.1768;0.5142;2;3;0.0441;0.1944;0.6110;Qwen3.5-2B
ID_2774467864626548;0.1418;0.1835;0.0000;0.2000;0.2000;0.0000;0.0952;0.1905;0.0215;0.4118;0.7206;4;7;0.0423;0.4343;0.7389;Qwen3.5-2B
ID_0807993828734491;0.5353;0.3838;0.6000;0.4000;0.2500;0.0938;0.1250;0.1562;0.1076;0.5247;0.4714;4;5;0.1207;0.5323;0.5461;Qwen3.5-2B
ID_9335253053250984;0.4252;0.4524;0.4000;0.3000;0.4000;0.0714;0.1071;0.2857;0.0833;0.5020;0.6478;3;8;0.1538;0.6748;0.6160;Qwen3.5-2B
ID_0232075212409214;0.1100;0.0768;0.2000;0.1000;0.0500;0.0476;0.0476;0.0476;0.0159;0.0964;0.5731;1;1;0.0159;0.1274;0.5390;Qwen3.5-2B
ID_5393628668007180;0.0686;0.0879;0.0000;0.2000;0.1500;0.0000;0.1000;0.1500;0.0171;0.2203;0.7588;3;4;0.0255;0.2987;0.7461;Qwen3.5-2B
ID_4290808161139329;0.2201;0.1537;0.2000;0.1000;0.0500;0.0476;0.0476;0.0476;0.0476;0.0212;0.5599;1;1;0.0476;0.0361;0.6382;Qwen3.5-2B
ID_3296934538404596;0.1100;0.1817;0.2000;0.1000;0.1500;0.0476;0.0476;0.1429;0.0159;0.2484;0.6176;1;3;0.0364;0.2991;0.5684;Qwen3.5-2B
ID_6231675319360093;0.4462;0.4462;0.2000;0.2000;0.1000;0.2000;0.4000;0.4000;0.2500;0.4923;0.4994;2;2;0.2500;0.5962;0.5810;Qwen3.5-2B
ID_6284168579617066;0.3601;0.3731;0.2000;0.4000;0.4000;0.0435;0.1739;0.3478;0.0766;0.1359;0.6805;4;8;0.1484;0.1990;0.7020;Qwen3.5-2B
ID_9848311210578810;0.2025;0.2759;0.2000;0.2000;0.3000;0.0217;0.0435;0.1304;0.0152;0.1948;0.5731;2;6;0.0423;0.3317;0.5937;Qwen3.5-2B
ID_5768000922241088;0.4969;0.4361;0.4000;0.6000;0.3500;0.1176;0.3529;0.4118;0.1841;0.3434;0.5865;7;10;0.2158;0.3660;0.7117;Qwen3.5-2B
ID_2647529909397336;0.1635;0.1395;0.2000;0.2000;0.1000;0.0385;0.0769;0.0769;0.0205;0.0942;0.6401;2;3;0.0205;0.1307;0.6340;Qwen3.5-2B
ID_1779931169656381;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0090;0.6867;0;0;0.0000;0.0537;0.6836;Qwen3.5-2B
ID_1036046601275319;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0571;0.6385;0;0;0.0000;0.0637;0.6247;Qwen3.5-2B
ID_3929176117729138;0.1123;0.0965;0.2000;0.1000;0.0500;0.0714;0.0714;0.0714;0.0179;0.0781;0.7290;1;1;0.0179;0.2317;0.7336;Qwen3.5-2B
ID_2123038879875164;0.4397;0.3007;0.4000;0.6000;0.3500;0.0526;0.1579;0.1842;0.0943;0.4584;0.7753;7;8;0.1111;0.4625;0.7281;Qwen3.5-2B
ID_3964840204818021;0.4501;0.3866;0.8000;0.6000;0.5000;0.0952;0.1429;0.2381;0.0960;0.6465;0.5127;6;10;0.1427;0.6465;0.6078;Qwen3.5-2B
ID_9867636928092492;0.3952;0.3297;0.8000;0.5000;0.3000;0.1429;0.1786;0.2143;0.1655;0.5138;0.6878;5;6;0.1808;0.5368;0.7190;Qwen3.5-2B
ID_0144465590218939;0.2699;0.2717;0.2000;0.2000;0.1500;0.0500;0.1000;0.1500;0.0625;0.3000;0.6126;2;4;0.0740;0.3091;0.6833;Qwen3.5-2B
ID_0932900035896817;0.2832;0.1862;0.4000;0.3000;0.1500;0.0952;0.1429;0.1429;0.0635;0.1541;0.4248;3;3;0.0635;0.1834;0.6012;Qwen3.5-2B
ID_0041995572099705;0.3183;0.2380;0.4000;0.3000;0.1500;0.0667;0.1000;0.1000;0.0514;0.2952;0.7079;3;3;0.0514;0.2952;0.7079;Qwen3.5-2B
ID_0061106995455595;0.2895;0.2219;0.2000;0.2000;0.1000;0.0385;0.0769;0.0769;0.0481;0.1505;0.6421;2;2;0.0481;0.1819;0.6042;Qwen3.5-2B
