Autor;nDCG@10;nDCG@20;Precision@5;Precision@10;Precision@20;Recall@5;Recall@10;Recall@20;MAP@10;Coverage@10;Diversity@10;MAP@20;Coverage@20;Diversity@20;Match_Valido@10;Match_Valido@20;Modelo
ID_0530966378411625;0.2182;0.2452;0.2000;0.3000;0.2500;0.0400;0.1200;0.2000;0.0417;0.5556;0.6762;0.0648;0.7037;0.6488;3;7;TF-IDF
ID_0535860239259102;0.2570;0.2871;0.6000;0.4000;0.3500;0.1304;0.1739;0.3043;0.1130;0.7290;0.6486;0.1641;0.8411;0.6331;5;11;TF-IDF
ID_0578253829444920;0.2620;0.2847;0.4000;0.3000;0.3000;0.0800;0.1200;0.2400;0.0533;0.7164;0.7065;0.0974;0.7855;0.6937;3;6;TF-IDF
ID_0676101131499422;0.4773;0.5276;0.4000;0.4000;0.3500;0.1176;0.2353;0.4118;0.1337;0.9186;0.4897;0.1957;0.9251;0.4555;4;9;TF-IDF
ID_5393628668007180;0.2167;0.2813;0.2000;0.3000;0.3000;0.0500;0.1500;0.3000;0.0483;0.6481;0.6782;0.1002;0.7013;0.6781;4;7;TF-IDF
ID_4290808161139329;0.1536;0.1073;0.2000;0.2000;0.1000;0.0476;0.0952;0.0952;0.0254;0.3036;0.5993;0.0254;0.4628;0.5655;5;5;TF-IDF
ID_3296934538404596;0.0851;0.0788;0.2000;0.1000;0.0500;0.0476;0.0476;0.0476;0.0095;0.6008;0.5692;0.0095;0.7048;0.6110;1;3;TF-IDF
ID_6231675319360093;0.2669;0.2669;0.2000;0.2000;0.1000;0.2000;0.4000;0.4000;0.1167;0.8731;0.5742;0.1167;0.9038;0.5815;2;2;TF-IDF
ID_0174325304693036;0.3445;0.3950;0.6000;0.4000;0.4500;0.0625;0.0833;0.1875;0.0634;0.6809;0.5405;0.1150;0.7727;0.6344;4;9;TF-IDF
ID_0189095897739979;0.5677;0.5099;0.6000;0.7000;0.5500;0.0882;0.2059;0.3235;0.1203;0.6508;0.6040;0.1963;0.6627;0.5737;7;11;TF-IDF
ID_0229339143607870;0.3548;0.3794;0.6000;0.4000;0.5000;0.0857;0.1143;0.2857;0.0648;0.8319;0.6119;0.1479;0.8319;0.6047;4;10;TF-IDF
ID_0278717765065500;0.1405;0.1898;0.4000;0.2000;0.2000;0.0909;0.0909;0.1818;0.0455;0.6896;0.6831;0.0659;0.7506;0.6964;3;6;TF-IDF
ID_0482551013400931;0.5987;0.5211;0.8000;0.8000;0.6500;0.0784;0.1569;0.2549;0.1337;0.7407;0.5653;0.2002;0.8371;0.6036;8;13;TF-IDF
ID_0486569206159968;0.2533;0.2860;0.4000;0.3000;0.3500;0.0556;0.0833;0.1944;0.0300;0.8631;0.5635;0.0688;0.8921;0.5537;3;7;TF-IDF
ID_0509655225224036;0.4031;0.4200;0.4000;0.4000;0.3000;0.0909;0.1818;0.2727;0.1009;0.6813;0.7180;0.1393;0.7637;0.7182;4;6;TF-IDF
ID_0516941410000104;0.3052;0.4191;0.2000;0.2000;0.3000;0.0625;0.1250;0.3750;0.0781;0.7200;0.5780;0.1548;0.8000;0.5977;3;8;TF-IDF
ID_7710344461864924;0.0365;0.1239;0.2000;0.1000;0.2000;0.0200;0.0200;0.0800;0.0040;0.4407;0.4987;0.0139;0.5805;0.5201;1;4;TF-IDF
ID_1840336983035010;0.1463;0.1881;0.2000;0.2000;0.2500;0.0385;0.0769;0.1923;0.0173;0.6210;0.5843;0.0454;0.7661;0.5982;3;8;TF-IDF
ID_3051627641386529;0.5886;0.6004;0.4000;0.5000;0.3500;0.1667;0.4167;0.5833;0.2533;0.5319;0.5589;0.3274;0.6292;0.5930;5;7;TF-IDF
ID_0218004426204544;0.7837;0.6961;0.6000;0.8000;0.7000;0.0833;0.2222;0.3889;0.1864;0.7718;0.5371;0.3042;0.8213;0.5649;8;14;TF-IDF
ID_1779931169656381;0.3459;0.2928;0.6000;0.3000;0.2500;0.0909;0.0909;0.1515;0.0636;0.2806;0.6933;0.0806;0.4060;0.7112;3;5;TF-IDF
ID_1036046601275319;0.3052;0.2856;0.4000;0.2000;0.2000;0.0667;0.0667;0.1333;0.0467;0.5657;0.5423;0.0669;0.6733;0.6261;2;4;TF-IDF
ID_3929176117729138;0.1301;0.1933;0.0000;0.2000;0.2000;0.0000;0.1429;0.2857;0.0323;0.5290;0.7242;0.0697;0.6423;0.7017;2;4;TF-IDF
ID_2123038879875164;0.7412;0.5863;1.0000;0.8000;0.5500;0.1316;0.2105;0.2895;0.2076;0.6592;0.5897;0.2619;0.7627;0.6711;8;11;TF-IDF
ID_0766735065718186;0.3742;0.3255;0.4000;0.5000;0.4000;0.0455;0.1136;0.1818;0.0527;0.8482;0.6318;0.0835;0.8960;0.6663;5;8;TF-IDF
ID_0848413770343284;0.3865;0.3812;0.2000;0.3000;0.3500;0.0435;0.1304;0.3043;0.0674;0.6141;0.6377;0.1311;0.7676;0.6165;5;11;TF-IDF
ID_0973550817356564;0.3037;0.3484;0.8000;0.5000;0.4000;0.1081;0.1351;0.2162;0.1177;0.8368;0.5725;0.1531;0.8892;0.5596;5;8;TF-IDF
ID_0976385386657517;0.2762;0.3027;0.4000;0.3000;0.3000;0.0714;0.1071;0.2143;0.0524;0.8107;0.4562;0.0827;0.8580;0.5755;3;6;TF-IDF
ID_0041995572099705;0.4322;0.4868;0.2000;0.5000;0.5000;0.0333;0.1667;0.3333;0.0884;0.4948;0.5347;0.1763;0.6965;0.4893;6;12;TF-IDF
ID_0061106995455595;0.5754;0.5481;0.6000;0.6000;0.4500;0.1154;0.2308;0.3462;0.1788;0.4153;0.5043;0.2496;0.4746;0.5483;6;9;TF-IDF
ID_0128404227626176;0.1957;0.2256;0.2000;0.3000;0.3500;0.0175;0.0526;0.1228;0.0160;0.6883;0.6239;0.0400;0.7470;0.5904;3;7;TF-IDF
ID_0161925591909696;0.5708;0.4831;0.6000;0.5000;0.4500;0.0938;0.1562;0.2812;0.1290;0.7219;0.6162;0.1994;0.8230;0.6294;5;9;TF-IDF
ID_3964840204818021;0.6074;0.5192;0.8000;0.6000;0.5000;0.0952;0.1429;0.2381;0.1222;0.8854;0.5017;0.1834;0.9076;0.5885;6;10;TF-IDF
ID_9867636928092492;0.5005;0.5488;0.6000;0.5000;0.5000;0.1071;0.1786;0.3571;0.1211;0.8362;0.6006;0.2170;0.8539;0.5915;9;15;TF-IDF
ID_0144465590218939;0.1952;0.3223;0.2000;0.3000;0.3500;0.0500;0.1500;0.3500;0.0375;0.7727;0.6890;0.1159;0.8455;0.6795;4;8;TF-IDF
ID_0932900035896817;0.1584;0.1792;0.2000;0.2000;0.2000;0.0476;0.0952;0.1905;0.0214;0.5593;0.6489;0.0456;0.6641;0.6366;2;4;TF-IDF
ID_1727283700680766;0.1543;0.2499;0.4000;0.3000;0.3000;0.1176;0.1765;0.3529;0.0725;0.4295;0.4822;0.1386;0.5641;0.6242;4;7;TF-IDF
ID_1827829018668226;0.2811;0.2587;0.2000;0.4000;0.3000;0.0333;0.1333;0.2000;0.0420;0.7226;0.6165;0.0630;0.7810;0.5874;5;7;TF-IDF
ID_1878688743763378;0.1447;0.2317;0.0000;0.2000;0.3000;0.0000;0.0741;0.2222;0.0144;0.8020;0.4646;0.0542;0.8218;0.5578;2;6;TF-IDF
ID_1885766127325722;0.0124;0.1149;0.0000;0.0000;0.1000;0.0000;0.0000;0.0952;0.0000;0.6651;0.5850;0.0103;0.7656;0.6468;1;7;TF-IDF
ID_2774467864626548;0.5669;0.4631;0.6000;0.5000;0.3500;0.1429;0.2381;0.3333;0.1706;0.8398;0.5720;0.2164;0.8924;0.6359;5;7;TF-IDF
ID_0807993828734491;0.7015;0.4882;0.8000;0.8000;0.4500;0.1250;0.2500;0.2812;0.1800;0.7291;0.4209;0.1987;0.7962;0.5275;8;9;TF-IDF
ID_9335253053250984;0.5811;0.4798;0.6000;0.5000;0.4000;0.1071;0.1786;0.2857;0.1311;0.6844;0.5742;0.1780;0.7959;0.6138;5;8;TF-IDF
ID_0232075212409214;0.3301;0.3103;0.4000;0.2000;0.2000;0.0952;0.0952;0.1905;0.0794;0.4191;0.6099;0.1036;0.5166;0.6567;2;4;TF-IDF
ID_1325667605623244;0.7527;0.6877;0.8000;0.9000;0.8000;0.0889;0.2000;0.3556;0.1857;0.7343;0.6834;0.3053;0.8217;0.6997;9;16;TF-IDF
ID_1351748125964309;0.4986;0.4512;0.8000;0.6000;0.4500;0.1600;0.2400;0.3600;0.2173;0.6168;0.5628;0.2874;0.7944;0.5891;6;9;TF-IDF
ID_1409367562944345;0.4323;0.5022;0.4000;0.3000;0.3500;0.1333;0.2000;0.4667;0.1619;0.5986;0.5791;0.2542;0.7595;0.5977;3;7;TF-IDF
ID_1443260585180322;0.5604;0.5569;0.4000;0.6000;0.6000;0.0476;0.1429;0.2857;0.0920;0.8707;0.6096;0.1836;0.8943;0.6637;6;12;TF-IDF
ID_1608252203113404;0.6925;0.6565;1.0000;0.7000;0.7000;0.1042;0.1458;0.2917;0.1382;0.7208;0.6505;0.2385;0.8215;0.6598;7;15;TF-IDF
ID_1608392890165390;0.1571;0.1914;0.2000;0.2000;0.1500;0.0714;0.1429;0.2143;0.0302;0.7320;0.6165;0.0436;0.8693;0.6536;2;3;TF-IDF
ID_1682621160901140;0.6321;0.5173;0.8000;0.7000;0.5500;0.0909;0.1591;0.2500;0.1090;0.5200;0.6512;0.1665;0.5600;0.6306;7;12;TF-IDF
ID_1684574356606924;0.6866;0.5619;0.8000;0.7000;0.4000;0.2500;0.4375;0.5000;0.3614;0.4921;0.6705;0.3864;0.6092;0.7098;8;9;TF-IDF
ID_2209576799096027;0.3929;0.5129;0.2000;0.2000;0.2500;0.0769;0.1538;0.3846;0.1026;0.8390;0.6324;0.1626;0.8904;0.6562;6;10;TF-IDF
ID_2220699289355930;0.2738;0.3252;0.4000;0.4000;0.3500;0.0833;0.1667;0.2917;0.1280;0.7277;0.6577;0.1872;0.8170;0.6346;4;8;TF-IDF
ID_2275032719586397;0.2547;0.3346;0.2000;0.3000;0.4000;0.0370;0.1111;0.2963;0.0370;0.7553;0.5942;0.1103;0.8298;0.6416;3;8;TF-IDF
ID_2324159515825927;0.3882;0.3531;0.6000;0.4000;0.3500;0.0750;0.1000;0.1750;0.0525;0.5933;0.5002;0.0790;0.7011;0.6162;4;7;TF-IDF
ID_1973878827354750;0.5947;0.5876;0.8000;0.7000;0.6000;0.1143;0.2000;0.3429;0.1560;0.6629;0.6015;0.2445;0.6761;0.6548;9;15;TF-IDF
ID_1988378870316115;0.1604;0.2461;0.2000;0.2000;0.2500;0.0476;0.0952;0.2381;0.0571;0.7097;0.6827;0.0946;0.8387;0.7238;4;7;TF-IDF
ID_2129963760543898;0.3129;0.3725;0.4000;0.3000;0.4000;0.0800;0.1200;0.3200;0.0560;0.7477;0.6575;0.1333;0.8677;0.6265;4;10;TF-IDF
ID_2145668168587564;0.1986;0.2314;0.4000;0.3000;0.3500;0.0690;0.1034;0.2414;0.0368;0.7089;0.4819;0.0873;0.7595;0.5727;3;7;TF-IDF
ID_9350794843721516;0.1907;0.1563;0.2000;0.2000;0.1500;0.0333;0.0667;0.1000;0.0133;0.4918;0.6698;0.0217;0.7049;0.6360;4;6;TF-IDF
ID_8752453650114092;0.2265;0.2471;0.2000;0.4000;0.3000;0.0500;0.2000;0.3000;0.0703;0.6446;0.6634;0.1078;0.6829;0.6600;4;6;TF-IDF
ID_3935055744673018;0.2141;0.2689;0.4000;0.3000;0.4500;0.0476;0.0714;0.2143;0.0304;0.3794;0.5816;0.0877;0.6031;0.6283;3;9;TF-IDF
ID_1345781867765758;0.6358;0.6380;0.8000;0.6000;0.5000;0.2105;0.3158;0.5263;0.2680;0.9082;0.5805;0.3775;0.9225;0.7206;7;13;TF-IDF
ID_2653769170795641;0.1884;0.2498;0.2000;0.2000;0.2500;0.0385;0.0769;0.1923;0.0256;0.5109;0.5314;0.0637;0.7391;0.6321;2;5;TF-IDF
ID_2791913950833163;0.4966;0.4501;0.6000;0.4000;0.3000;0.1579;0.2105;0.3158;0.1842;0.5949;0.6304;0.2324;0.6592;0.6199;6;9;TF-IDF
ID_2850235880560929;0.3031;0.2349;0.4000;0.3000;0.2000;0.0769;0.1154;0.1538;0.0529;0.7048;0.6726;0.0647;0.8434;0.6904;3;5;TF-IDF
ID_2851798514812201;0.4710;0.4931;0.6000;0.5000;0.5000;0.1304;0.2174;0.4348;0.1234;0.8189;0.5251;0.2241;0.8732;0.5669;5;10;TF-IDF
ID_3085057149388157;0.7842;0.7765;0.8000;0.8000;0.8000;0.0909;0.1818;0.3636;0.1550;0.8042;0.5105;0.3018;0.8282;0.5703;8;17;TF-IDF
ID_3091742095568302;0.3470;0.2692;0.4000;0.4000;0.2500;0.0625;0.1250;0.1562;0.0564;0.5828;0.6859;0.0646;0.6448;0.7224;4;6;TF-IDF
ID_3125269649173653;0.5174;0.3875;0.6000;0.4000;0.3000;0.1071;0.1429;0.2143;0.1125;0.7846;0.6314;0.1381;0.8000;0.6607;4;7;TF-IDF
ID_3150074537946167;0.3016;0.3546;0.4000;0.3000;0.2000;0.2500;0.3750;0.5000;0.1281;0.7159;0.5895;0.1666;0.7955;0.6419;4;8;TF-IDF
ID_3347815035685882;0.5007;0.5309;0.6000;0.4000;0.3500;0.1667;0.2222;0.3889;0.1565;0.5582;0.4830;0.2221;0.7269;0.5944;5;9;TF-IDF
ID_3387018530825694;0.1245;0.0971;0.2000;0.2000;0.1000;0.0526;0.1053;0.1053;0.0263;0.5515;0.6713;0.0263;0.5979;0.6301;2;2;TF-IDF
ID_3427260889880733;0.5886;0.5526;0.8000;0.5000;0.3000;0.3077;0.3846;0.4615;0.2955;0.6250;0.4827;0.3263;0.7446;0.5671;6;7;TF-IDF
ID_3445472713137548;0.2511;0.4617;0.4000;0.4000;0.4000;0.2000;0.4000;0.8000;0.1829;0.5983;0.6046;0.3656;0.8062;0.6169;4;8;TF-IDF
ID_3150103492877008;0.4147;0.4323;0.4000;0.3000;0.3000;0.0870;0.1304;0.2609;0.0911;0.4966;0.5932;0.1377;0.5918;0.6739;4;9;TF-IDF
ID_3222014752923501;0.4226;0.4003;0.6000;0.4000;0.3500;0.1364;0.1818;0.3182;0.1098;0.5351;0.6200;0.1543;0.7159;0.6486;5;8;TF-IDF
ID_3325984959083987;0.3778;0.5242;0.4000;0.3000;0.3500;0.1333;0.2000;0.4667;0.1286;0.9289;0.5569;0.2241;0.9340;0.5263;4;8;TF-IDF
ID_3340828165410597;0.0000;0.0676;0.0000;0.0000;0.1000;0.0000;0.0000;0.0833;0.0000;0.6941;0.5331;0.0070;0.8059;0.5980;0;2;TF-IDF
ID_2482060270236527;0.2901;0.3402;0.4000;0.4000;0.3500;0.1000;0.2000;0.3500;0.0754;0.6763;0.6741;0.1293;0.7386;0.6821;4;7;TF-IDF
ID_2554853704952225;0.6275;0.5099;0.8000;0.5000;0.4000;0.0909;0.1136;0.1818;0.1026;0.5533;0.7380;0.1326;0.6889;0.6988;5;8;TF-IDF
ID_2627414712422817;0.2557;0.2087;0.2000;0.3000;0.2000;0.0357;0.1071;0.1429;0.0610;0.5078;0.6662;0.0682;0.5492;0.5932;4;6;TF-IDF
ID_2636111337875377;0.4657;0.4636;0.4000;0.4000;0.4500;0.0800;0.1600;0.3600;0.0888;0.6050;0.5591;0.1713;0.7028;0.5897;6;13;TF-IDF
ID_4139866243228811;0.2985;0.2603;0.2000;0.2000;0.2000;0.0303;0.0606;0.1212;0.0404;0.4391;0.6191;0.0525;0.6731;0.6880;2;4;TF-IDF
ID_4149038575526706;0.2458;0.2948;0.2000;0.3000;0.4000;0.0278;0.0833;0.2222;0.0351;0.6306;0.6268;0.0880;0.7388;0.6462;3;8;TF-IDF
ID_4186411197580812;0.5887;0.5049;0.6000;0.5000;0.4500;0.0811;0.1351;0.2432;0.1033;0.6636;0.5807;0.1588;0.8444;0.6048;5;9;TF-IDF
ID_4296348942225215;0.2291;0.2627;0.2000;0.1000;0.0500;0.5000;0.5000;0.5000;0.1250;0.7260;0.6308;0.1250;0.8356;0.6267;2;3;TF-IDF
ID_1569228929685657;0.5338;0.5182;0.4000;0.5000;0.5000;0.0800;0.2000;0.4000;0.1149;0.5373;0.6943;0.2120;0.6392;0.7259;6;11;TF-IDF
ID_1572504650930605;0.3070;0.3839;0.4000;0.3000;0.3000;0.1053;0.1579;0.3158;0.0752;0.3419;0.5646;0.1289;0.4022;0.5857;3;7;TF-IDF
ID_1588571859201066;0.7752;0.6078;0.8000;0.7000;0.5000;0.0909;0.1591;0.2273;0.1428;0.7500;0.3775;0.1843;0.8073;0.5582;7;10;TF-IDF
ID_1608166528142462;0.5017;0.5682;0.4000;0.4000;0.3500;0.1429;0.2857;0.5000;0.2092;0.4707;0.6300;0.2965;0.5968;0.6177;4;7;TF-IDF
ID_3729715298008025;0.5420;0.5277;0.6000;0.5000;0.5000;0.1034;0.1724;0.3448;0.1126;0.6970;0.3092;0.2023;0.7300;0.4031;5;10;TF-IDF
ID_3738807633557034;0.2462;0.2223;0.2000;0.3000;0.2000;0.0476;0.1429;0.1905;0.0771;0.8972;0.5725;0.0898;0.9065;0.6179;5;7;TF-IDF
ID_3837157956819433;0.3786;0.3107;0.4000;0.3000;0.2500;0.0769;0.1154;0.1923;0.0703;0.7237;0.3437;0.0890;0.7748;0.4001;3;5;TF-IDF
ID_3870300970951275;0.5089;0.4898;0.4000;0.6000;0.5500;0.0606;0.1818;0.3333;0.0850;0.8947;0.5472;0.1801;0.9474;0.6303;8;13;TF-IDF
ID_1041565102315246;0.3971;0.4170;0.6000;0.5000;0.5000;0.1111;0.1852;0.3704;0.0881;0.7606;0.5603;0.1904;0.8606;0.6054;6;11;TF-IDF
ID_1077091269921532;0.5544;0.4943;0.6000;0.5000;0.3000;0.1034;0.1724;0.2069;0.1318;0.5443;0.6224;0.1466;0.7389;0.6357;6;7;TF-IDF
ID_1264299192805866;0.3020;0.3242;0.4000;0.4000;0.3500;0.0690;0.1379;0.2414;0.0579;0.4753;0.6260;0.0964;0.5332;0.6320;4;7;TF-IDF
ID_1305553577433058;0.7129;0.6417;0.8000;0.7000;0.6000;0.0769;0.1346;0.2308;0.1169;0.5510;0.6245;0.1845;0.6121;0.6224;7;12;TF-IDF
ID_5759795720652106;0.1754;0.2724;0.4000;0.2000;0.4000;0.0690;0.0690;0.2759;0.0310;0.6158;0.6761;0.1104;0.7966;0.6568;2;8;TF-IDF
ID_5822763057370791;0.5743;0.4674;0.8000;0.5000;0.3000;0.1600;0.2000;0.2400;0.1886;0.7967;0.5543;0.2012;0.8407;0.6777;5;6;TF-IDF
ID_5871402136758674;0.5347;0.4670;0.6000;0.5000;0.3000;0.1304;0.2174;0.2609;0.1565;0.6727;0.5134;0.1719;0.6727;0.5956;5;6;TF-IDF
ID_5877415967509579;0.1714;0.2329;0.4000;0.2000;0.2000;0.1667;0.1667;0.3333;0.0750;0.5985;0.6898;0.1154;0.6861;0.6453;2;4;TF-IDF
ID_4940933921005830;0.4100;0.4090;0.6000;0.4000;0.4000;0.0811;0.1081;0.2162;0.0638;0.6737;0.5979;0.1119;0.7931;0.6047;4;8;TF-IDF
ID_5012323059073352;0.7538;0.6164;0.6000;0.7000;0.6000;0.0938;0.2188;0.3750;0.1822;0.8571;0.4896;0.2727;0.8901;0.6060;7;12;TF-IDF
ID_5349740107277233;0.6335;0.5919;0.6000;0.6000;0.4500;0.1111;0.2222;0.3333;0.1776;0.7368;0.7097;0.2395;0.8421;0.6796;6;9;TF-IDF
ID_5379515759830546;0.3663;0.4083;0.6000;0.4000;0.4000;0.1250;0.1667;0.3333;0.0984;0.4315;0.6521;0.1673;0.5766;0.6400;5;10;TF-IDF
ID_4739118307577897;0.5216;0.5557;0.6000;0.5000;0.5500;0.0750;0.1250;0.2750;0.0924;0.8400;0.6663;0.1753;0.8400;0.6287;6;13;TF-IDF
ID_4751064542106755;0.4369;0.4320;0.6000;0.3000;0.2500;0.1875;0.1875;0.3125;0.1719;0.5867;0.6223;0.2022;0.7733;0.6546;3;5;TF-IDF
ID_4765080870408661;0.1863;0.1695;0.2000;0.3000;0.2500;0.0270;0.0811;0.1351;0.0411;0.3270;0.6705;0.0563;0.3648;0.6632;3;5;TF-IDF
ID_4824419385318370;0.3529;0.3034;0.2000;0.4000;0.3000;0.0303;0.1212;0.1818;0.0501;0.6374;0.6727;0.0713;0.7457;0.6322;4;7;TF-IDF
ID_6284168579617066;0.3246;0.3303;0.4000;0.4000;0.4000;0.0870;0.1739;0.3478;0.0693;0.6748;0.6461;0.1407;0.7864;0.6630;4;8;TF-IDF
ID_9848311210578810;0.4378;0.3198;0.6000;0.5000;0.3000;0.0652;0.1087;0.1304;0.0592;0.4559;0.6868;0.0658;0.6181;0.6749;5;7;TF-IDF
ID_5768000922241088;0.1553;0.2455;0.0000;0.2000;0.3000;0.0000;0.1176;0.3529;0.0204;0.7212;0.6135;0.0891;0.8084;0.6750;3;9;TF-IDF
ID_2647529909397336;0.1284;0.1219;0.2000;0.2000;0.1500;0.0385;0.0769;0.1154;0.0224;0.6109;0.6217;0.0288;0.6657;0.6432;2;3;TF-IDF
ID_5465930712415985;0.4533;0.4251;0.6000;0.4000;0.3500;0.0857;0.1143;0.2000;0.0817;0.6364;0.5098;0.1152;0.7769;0.5905;4;7;TF-IDF
ID_5486280310533660;0.4129;0.3595;0.6000;0.5000;0.4000;0.0789;0.1316;0.2105;0.0692;0.5881;0.4335;0.1075;0.7109;0.5773;6;10;TF-IDF
ID_5605590098640584;0.1140;0.1731;0.2000;0.2000;0.2500;0.0333;0.0667;0.1667;0.0179;0.6777;0.5734;0.0469;0.7441;0.5958;2;6;TF-IDF
ID_5719239270509869;0.7632;0.5771;0.8000;0.7000;0.5000;0.0714;0.1250;0.1786;0.1079;0.7073;0.6316;0.1403;0.8314;0.6497;7;10;TF-IDF
ID_4482652690766445;0.7788;0.6910;1.0000;0.7000;0.6500;0.0962;0.1346;0.2500;0.1224;0.7180;0.6377;0.1980;0.7967;0.6666;7;13;TF-IDF
ID_4585253466628293;0.3967;0.4168;0.4000;0.4000;0.4500;0.0645;0.1290;0.2903;0.0699;0.7179;0.7225;0.1454;0.7546;0.6877;4;9;TF-IDF
ID_4621534549550979;0.7281;0.6166;0.8000;0.7000;0.5500;0.1081;0.1892;0.2973;0.1536;0.7348;0.6398;0.2278;0.7769;0.6295;7;11;TF-IDF
ID_4639530865431823;0.2935;0.3424;0.2000;0.2000;0.3500;0.0303;0.0606;0.2121;0.0390;0.7212;0.6911;0.0845;0.8364;0.7425;2;7;TF-IDF
ID_6928187292584643;0.3920;0.4435;0.2000;0.4000;0.3500;0.0588;0.2353;0.4118;0.1216;0.6424;0.5890;0.1897;0.6887;0.6577;4;7;TF-IDF
ID_7027792126979693;0.2138;0.3555;0.0000;0.3000;0.4500;0.0000;0.1429;0.4286;0.0374;0.8452;0.5294;0.1725;0.8926;0.5892;4;10;TF-IDF
ID_7233450359051249;0.1795;0.1451;0.2000;0.2000;0.2000;0.0222;0.0444;0.0889;0.0130;0.5054;0.6043;0.0221;0.7228;0.5540;2;4;TF-IDF
ID_7282243679498643;0.3805;0.3805;0.2000;0.2000;0.1000;0.2500;0.5000;0.5000;0.1458;0.6730;0.4390;0.1458;0.7862;0.5260;2;2;TF-IDF
ID_6378129193246016;0.4622;0.3556;0.4000;0.4000;0.3000;0.0465;0.0930;0.1395;0.0558;0.4891;0.6227;0.0741;0.5465;0.6876;5;8;TF-IDF
ID_6425044612146340;0.2001;0.3000;0.4000;0.4000;0.4500;0.0625;0.1250;0.2812;0.0585;0.9041;0.6810;0.1267;0.9361;0.6662;4;9;TF-IDF
ID_6509414402989975;0.2120;0.2472;0.0000;0.3000;0.2500;0.0000;0.2000;0.3333;0.0552;0.3902;0.7395;0.0894;0.6992;0.7421;5;8;TF-IDF
ID_6564076531735310;0.5485;0.5786;0.6000;0.6000;0.6500;0.0789;0.1579;0.3421;0.1284;0.8385;0.6040;0.2500;0.8624;0.6343;6;14;TF-IDF
ID_3919711591553904;0.6722;0.6300;0.4000;0.7000;0.6500;0.0476;0.1667;0.3095;0.1205;0.7982;0.6540;0.2219;0.8248;0.6026;7;13;TF-IDF
ID_3971396576832634;0.1819;0.2685;0.2000;0.2000;0.3000;0.0400;0.0800;0.2400;0.0333;0.8213;0.5487;0.0722;0.8696;0.5608;3;8;TF-IDF
ID_3977660018939385;0.7559;0.5406;1.0000;0.7000;0.4500;0.1562;0.2188;0.2812;0.2188;0.7274;0.6101;0.2597;0.8051;0.6111;7;9;TF-IDF
ID_4061301060228632;0.6469;0.5024;0.8000;0.7000;0.4500;0.1600;0.2800;0.3600;0.2074;0.5213;0.5429;0.2618;0.5319;0.5925;7;9;TF-IDF
ID_6631439861070680;0.3108;0.3607;0.2000;0.4000;0.4500;0.0294;0.1176;0.2647;0.0461;0.7236;0.5161;0.1157;0.7889;0.6062;4;9;TF-IDF
ID_6785547194105600;0.4186;0.4210;0.6000;0.5000;0.4500;0.1364;0.2273;0.4091;0.1283;0.8421;0.4915;0.2237;0.9043;0.5417;5;9;TF-IDF
ID_6806722604010480;0.7449;0.5845;1.0000;0.7000;0.5000;0.0943;0.1321;0.1887;0.1232;0.8573;0.6035;0.1543;0.8765;0.6282;7;10;TF-IDF
ID_6912702802413733;0.4794;0.4748;0.4000;0.4000;0.4000;0.0952;0.1905;0.3810;0.1184;0.8393;0.4972;0.1944;0.9241;0.6531;5;9;TF-IDF
ID_7581282834093314;0.5339;0.5295;0.8000;0.6000;0.5000;0.1905;0.2857;0.4762;0.2524;0.3859;0.6009;0.3502;0.5054;0.7278;7;11;TF-IDF
ID_7645565922415708;0.2543;0.3216;0.2000;0.2000;0.3000;0.0455;0.0909;0.2727;0.0281;0.6920;0.6396;0.0805;0.7543;0.6544;3;7;TF-IDF
ID_7669967284860729;0.2901;0.2564;0.4000;0.5000;0.3500;0.0667;0.1667;0.2333;0.0721;0.8056;0.5314;0.0986;0.8333;0.5954;5;7;TF-IDF
ID_7884742100487918;0.1258;0.1780;0.4000;0.2000;0.2000;0.1429;0.1429;0.2857;0.0464;0.7494;0.7370;0.0768;0.8056;0.7011;2;4;TF-IDF
ID_6249814039461102;0.3485;0.3770;0.4000;0.3000;0.3500;0.0800;0.1200;0.2800;0.0800;0.7059;0.6503;0.1405;0.8309;0.6136;3;7;TF-IDF
ID_6266684004174408;0.6137;0.5408;0.6000;0.5000;0.4500;0.0882;0.1471;0.2647;0.1242;0.9475;0.6440;0.1850;0.9650;0.7066;5;9;TF-IDF
ID_6286838179330044;0.2305;0.2943;0.2000;0.3000;0.3000;0.0370;0.1111;0.2222;0.0309;0.5702;0.6164;0.0655;0.6364;0.6911;3;6;TF-IDF
ID_6328263723211152;0.5730;0.4784;0.6000;0.6000;0.4500;0.0811;0.1622;0.2432;0.1278;0.7623;0.6113;0.1729;0.8468;0.5941;6;9;TF-IDF
ID_5942068988379022;0.1425;0.3440;0.2000;0.2000;0.4500;0.0333;0.0667;0.3000;0.0178;0.6349;0.5528;0.1112;0.7695;0.5327;2;10;TF-IDF
ID_6009627088282581;0.0896;0.1483;0.0000;0.2000;0.2000;0.0000;0.0690;0.1379;0.0144;0.6923;0.4823;0.0310;0.7949;0.5283;4;8;TF-IDF
ID_6072065135325168;0.1834;0.1524;0.2000;0.2000;0.1500;0.0303;0.0606;0.0909;0.0188;0.2857;0.6401;0.0241;0.5179;0.6587;2;3;TF-IDF
ID_6170215694392885;0.5194;0.4099;0.6000;0.5000;0.3500;0.0909;0.1515;0.2121;0.0822;0.4595;0.5683;0.1125;0.5170;0.6383;8;10;TF-IDF
