Autor;nDCG@10;nDCG@20;Precision@5;Precision@10;Precision@20;Recall@5;Recall@10;Recall@20;MAP@10;Coverage@10;Diversity@10;MAP@20;Coverage@20;Diversity@20;Match_Valido@10;Match_Valido@20;Modelo
ID_1351748125964309;0.4402;0.3572;0.4000;0.6000;0.3500;0.0800;0.2400;0.2800;0.1612;0.6495;0.5974;0.1866;0.8178;0.6299;6;7;POP
ID_1409367562944345;0.4448;0.3906;0.4000;0.4000;0.2500;0.1333;0.2667;0.3333;0.1489;0.6419;0.6534;0.1792;0.7824;0.6710;4;5;POP
ID_1443260585180322;0.6211;0.5215;0.6000;0.5000;0.4500;0.0714;0.1190;0.2143;0.0962;0.8849;0.6323;0.1404;0.9290;0.6446;7;11;POP
ID_1608252203113404;0.6244;0.5024;0.6000;0.6000;0.5000;0.0625;0.1250;0.2083;0.0954;0.7529;0.6672;0.1403;0.8146;0.6922;7;11;POP
ID_1608392890165390;0.1348;0.1686;0.0000;0.2000;0.1500;0.0000;0.1429;0.2143;0.0222;0.7843;0.6393;0.0335;0.8170;0.6376;2;3;POP
ID_1682621160901140;0.4990;0.3361;0.6000;0.4000;0.2500;0.0682;0.0909;0.1136;0.0640;0.6050;0.6977;0.0700;0.6875;0.7345;5;6;POP
ID_1684574356606924;0.3809;0.3867;0.4000;0.5000;0.3500;0.1250;0.3125;0.4375;0.1538;0.5484;0.6834;0.2187;0.6374;0.6883;5;8;POP
ID_2209576799096027;0.2743;0.3719;0.2000;0.2000;0.2500;0.0769;0.1538;0.3846;0.0641;0.8356;0.6944;0.1226;0.9041;0.7319;6;9;POP
ID_2220699289355930;0.2759;0.3422;0.8000;0.5000;0.4000;0.1667;0.2083;0.3333;0.1340;0.7009;0.6737;0.1935;0.8170;0.6637;6;9;POP
ID_2275032719586397;0.0851;0.2536;0.2000;0.1000;0.3000;0.0370;0.0370;0.2222;0.0074;0.8936;0.5519;0.0511;0.9043;0.6338;1;6;POP
ID_2324159515825927;0.4748;0.4185;0.4000;0.4000;0.3500;0.0500;0.1000;0.1750;0.0653;0.7124;0.6038;0.0997;0.8787;0.6623;4;7;POP
ID_1973878827354750;0.5981;0.5631;0.8000;0.5000;0.3500;0.1143;0.1429;0.2000;0.1252;0.6856;0.6036;0.1549;0.7159;0.6404;7;9;POP
ID_1988378870316115;0.0982;0.1514;0.2000;0.2000;0.2000;0.0476;0.0952;0.1905;0.0374;0.7419;0.6983;0.0588;0.9032;0.7244;2;5;POP
ID_2129963760543898;0.3594;0.3535;0.6000;0.4000;0.3500;0.1200;0.1600;0.2800;0.0773;0.8277;0.6966;0.1295;0.8708;0.6676;4;8;POP
ID_2145668168587564;0.1910;0.2057;0.2000;0.3000;0.3000;0.0345;0.1034;0.2069;0.0534;0.7722;0.5841;0.0866;0.8228;0.6572;3;6;POP
ID_9350794843721516;0.0964;0.1116;0.0000;0.1000;0.1000;0.0000;0.0333;0.0667;0.0042;0.8197;0.6330;0.0086;0.9016;0.6473;3;5;POP
ID_8752453650114092;0.1520;0.1431;0.4000;0.3000;0.2000;0.1000;0.1500;0.2000;0.0475;0.6794;0.6837;0.0642;0.7387;0.7048;3;4;POP
ID_3935055744673018;0.1235;0.1113;0.0000;0.3000;0.2500;0.0000;0.0714;0.1190;0.0158;0.5666;0.6675;0.0315;0.6307;0.6693;3;5;POP
ID_1345781867765758;0.5513;0.5072;0.6000;0.4000;0.3000;0.1579;0.2105;0.3158;0.1813;0.9351;0.7283;0.2144;0.9415;0.6938;7;12;POP
